    ,rate
12121,2.5
12120,3.5
12119,4.0
12117,4.0
12116,3.0
12115,4.0
12114,3.0
12113,5.0
12112,4.5
12111,3.5
12110,4.5
12109,3.0
12108,3.0
12107,5.0
12105,4.0
12104,3.0
12102,4.0
12101,2.0
12100,5.0
12099,4.0
12098,0.5
12096,4.0
12095,3.0
12094,2.0
12093,1.5
12092,4.0
12090,3.0
12089,5.0
12088,4.5
12087,5.0
12086,5.0
12085,4.0
12082,3.5
12081,4.0
12080,3.0
12079,2.0
12078,4.0
12077,1.0
12076,3.0
12074,4.0
12073,3.5
12072,4.0
12071,1.0
12070,4.0
12069,5.0
12068,4.0
12066,3.0
12065,4.0
12064,4.0
12063,5.0
12062,4.0
12061,4.5
12060,5.0
12059,4.0
12058,2.5
12055,5.0
12054,3.5
12053,3.5
12052,2.5
12051,3.0
12050,5.0
12049,4.0
12048,3.5
12046,5.0
12045,4.0
12043,2.0
12042,1.5
12041,3.5
12040,3.5
12039,3.0
12038,3.0
12036,3.0
12035,1.0
12033,1.0
12032,4.5
12031,5.0
12030,5.0
12028,3.5
12027,3.0
12026,4.0
12024,5.0
12023,4.0
12022,3.5
12021,4.0
12020,2.0
12019,3.5
12018,4.0
12017,3.0
12016,0.5
12015,4.5
12014,3.0
12013,3.5
12012,4.0
12010,1.0
12009,2.5
12008,2.5
12007,2.5
12006,3.0
12005,1.5
12003,4.5
12002,5.0
12001,5.0
12000,1.5
11999,2.5
11997,4.0
11996,3.0
11995,2.0
11994,4.0
11993,2.0
11992,5.0
11991,3.0
11990,1.5
11989,3.0
11988,4.0
11983,3.0
11982,3.0
11981,3.0
11980,5.0
11979,0.5
11977,2.0
11976,2.5
11975,4.0
11974,1.0
11970,3.5
11969,3.5
11968,3.0
11967,5.0
11965,2.5
11964,4.0
11963,5.0
11960,4.0
11959,3.0
11958,4.0
11957,4.0
11956,4.0
11955,5.0
11954,3.5
11952,4.0
11951,4.0
11950,3.0
11949,4.0
11948,4.0
11947,4.0
11946,3.5
11945,5.0
11944,2.0
11943,5.0
11942,4.0
11941,4.0
11940,2.5
11938,2.5
11937,4.0
11936,3.0
11934,5.0
11933,3.0
11932,3.0
11931,1.5
11930,4.0
11929,5.0
11926,4.0
11925,5.0
11924,0.5
11923,4.0
11922,4.0
11921,3.0
11919,4.0
11918,4.0
11915,4.0
11913,4.5
11912,3.0
11911,1.0
11910,4.0
11909,4.0
11908,5.0
11907,3.5
11906,1.0
11905,3.0
11904,5.0
11903,5.0
11900,4.0
11898,4.0
11897,4.0
11896,4.0
11895,3.0
11894,5.0
11893,3.0
11892,4.0
11891,1.0
11889,2.5
11888,4.0
11887,1.0
11885,3.0
11884,4.0
11882,3.5
11879,3.0
11878,3.5
11877,4.0
11875,1.0
11874,4.0
11873,2.0
11872,4.0
11871,4.0
11870,2.5
11869,3.0
11866,4.0
11865,3.5
11864,4.0
11863,2.5
11862,4.0
11861,5.0
11858,3.0
11857,5.0
11856,4.0
11855,3.0
11854,4.5
11853,3.0
11852,4.0
11848,3.5
11846,4.0
11845,4.0
11844,3.0
11843,4.0
11842,4.5
11841,4.0
11840,5.0
11839,5.0
11838,3.0
11837,4.0
11835,4.0
11833,1.0
11832,5.0
11831,5.0
11830,4.0
11827,4.5
11826,3.0
11824,3.0
11823,2.0
11822,3.0
11821,5.0
11820,3.0
11819,3.0
11818,3.0
11817,3.0
11816,3.0
11814,4.0
11811,4.0
11810,4.0
11809,1.0
11808,3.0
11807,4.0
11806,3.0
11805,2.0
11804,5.0
11801,3.0
11800,4.0
11799,3.5
11797,2.5
11795,5.0
11794,5.0
11793,3.5
11790,1.5
11789,5.0
11788,2.5
11787,5.0
11786,4.5
11785,2.0
11784,1.5
11783,4.0
11781,3.0
11779,1.5
11778,4.0
11776,3.5
11775,4.0
11774,4.0
11772,2.5
11771,5.0
11770,4.5
11769,3.0
11768,4.0
11767,5.0
11766,1.0
11765,3.0
11764,4.0
11762,2.0
11760,3.0
11759,3.0
11758,5.0
11757,2.5
11756,4.0
11754,2.0
11753,1.0
11752,5.0
11751,4.5
11750,3.0
11749,1.0
11748,1.5
11747,2.0
11746,3.5
11745,1.0
11744,2.5
11743,3.0
11742,3.0
11741,2.5
11740,5.0
11739,5.0
11738,1.0
11737,2.0
11736,2.5
11735,4.0
11734,3.5
11733,4.0
11732,3.0
11731,3.5
11730,3.0
11728,4.0
11727,4.0
11726,4.0
11725,3.0
11724,4.0
11723,2.0
11722,5.0
11720,5.0
11719,5.0
11718,3.0
11717,4.0
11716,5.0
11712,3.0
11711,3.0
11708,5.0
11707,4.0
11705,4.0
11703,2.0
11702,4.5
11701,2.0
11700,4.5
11699,1.5
11697,4.5
11696,4.0
11695,5.0
11692,4.0
11691,2.5
11689,3.5
11687,4.5
11686,2.0
11685,2.5
11684,2.0
11683,4.5
11682,5.0
11680,4.0
11679,1.0
11678,3.0
11677,4.5
11676,3.5
11675,5.0
11674,0.5
11673,5.0
11671,4.0
11670,4.0
11669,5.0
11668,4.0
11667,2.5
11666,5.0
11665,4.5
11664,2.5
11663,1.0
11662,4.0
11661,3.5
11659,4.0
11658,3.0
11657,4.0
11656,3.5
11655,5.0
11654,4.5
11653,3.5
11652,3.0
11651,4.0
11650,4.0
11649,4.0
11647,4.5
11643,2.5
11642,5.0
11641,3.5
11640,3.0
11639,3.5
11638,3.0
11637,4.0
11636,3.0
11635,3.5
11634,5.0
11633,3.5
11632,3.5
11631,4.0
11630,4.5
11629,5.0
11628,0.5
11627,5.0
11626,4.0
11625,5.0
11624,1.5
11623,4.0
11622,2.0
11620,4.0
11619,3.5
11617,2.0
11616,2.5
11615,4.5
11613,4.0
11612,0.5
11610,3.0
11609,5.0
11608,4.0
11607,3.5
11606,2.5
11605,3.0
11604,4.0
11603,5.0
11602,4.0
11601,4.5
11600,2.0
11598,1.0
11597,3.0
11595,4.0
11594,4.0
11593,5.0
11592,4.0
11590,4.0
11589,4.0
11588,4.0
11587,4.0
11586,3.0
11585,2.0
11583,0.5
11582,3.0
11581,3.0
11580,4.0
11579,2.0
11578,5.0
11577,5.0
11576,3.0
11575,4.5
11574,4.0
11573,4.0
11572,2.0
11571,3.0
11570,3.5
11568,3.0
11567,4.0
11566,3.0
11564,2.5
11563,1.0
11562,2.0
11561,5.0
11558,4.0
11556,5.0
11553,3.0
11552,3.0
11550,3.0
11548,4.0
11547,3.5
11546,5.0
11545,3.5
11544,4.0
11543,3.5
11542,3.5
11541,5.0
11540,4.5
11539,4.0
11538,3.5
11536,5.0
11535,3.0
11534,4.0
11532,4.0
11531,5.0
11530,4.0
11528,3.0
11527,4.0
11526,1.0
11525,3.0
11524,3.0
11523,3.0
11520,3.0
11519,3.0
11517,3.0
11516,4.0
11515,2.0
11514,1.0
11513,2.0
11511,5.0
11510,5.0
11509,1.0
11506,3.0
11505,3.0
11504,3.0
11503,1.0
11500,3.0
11499,4.0
11498,4.5
11497,4.0
11496,3.0
11495,4.5
11494,4.5
11493,4.0
11491,2.0
11490,4.0
11489,3.0
11488,5.0
11485,3.0
11484,0.5
11482,3.0
11480,3.0
11478,3.0
11477,3.5
11476,3.0
11475,1.0
11473,1.0
11471,5.0
11470,3.5
11466,2.5
11465,2.0
11464,4.5
11463,5.0
11462,3.5
11461,3.5
11460,4.5
11459,2.0
11458,4.0
11457,4.0
11456,2.5
11455,5.0
11454,4.0
11453,3.0
11450,4.0
11449,3.0
11448,4.5
11447,3.0
11446,4.0
11445,3.0
11443,3.0
11442,4.0
11441,4.0
11439,4.0
11438,4.0
11437,4.0
11435,0.5
11434,5.0
11432,4.0
11431,4.0
11429,5.0
11428,4.0
11427,1.5
11426,2.5
11424,3.0
11423,5.0
11422,3.0
11421,0.5
11420,4.0
11419,1.0
11418,3.0
11417,4.0
11416,3.0
11414,4.5
11412,4.0
11411,4.0
11410,5.0
11409,2.0
11408,3.0
11407,4.0
11406,3.0
11405,3.0
11404,4.5
11403,5.0
11402,2.0
11401,4.0
11400,3.0
11399,1.0
11398,4.0
11397,3.5
11396,4.0
11395,3.5
11394,3.5
11393,5.0
11392,4.0
11391,4.0
11389,5.0
11388,4.5
11387,3.0
11385,3.0
11384,4.5
11383,3.0
11382,3.0
11381,4.0
11380,3.5
11379,4.0
11378,5.0
11377,4.5
11376,1.0
11374,2.0
11372,4.0
11370,3.0
11369,5.0
11368,4.0
11367,2.0
11366,5.0
11365,4.0
11364,2.5
11363,3.5
11362,4.0
11361,5.0
11360,4.0
11359,5.0
11358,1.0
11357,3.0
11356,3.5
11355,3.5
11354,3.5
11353,2.0
11352,4.0
11351,5.0
11350,5.0
11349,5.0
11347,4.5
11345,3.0
11343,3.0
11342,3.5
11341,4.5
11339,3.5
11338,5.0
11336,5.0
11335,3.0
11334,3.0
11333,2.0
11332,3.0
11331,3.0
11330,5.0
11327,4.0
11326,4.0
11325,3.0
11322,1.0
11321,4.0
11319,4.0
11318,3.0
11317,4.5
11315,3.5
11313,2.5
11312,4.5
11311,4.0
11309,4.5
11308,3.0
11307,4.5
11306,4.0
11305,4.0
11304,3.5
11303,3.0
11301,4.0
11299,4.0
11297,3.0
11296,2.0
11294,4.0
11293,4.0
11292,4.0
11290,5.0
11289,3.0
11287,5.0
11286,3.0
11285,3.5
11284,5.0
11283,3.0
11282,3.0
11281,5.0
11279,5.0
11278,4.5
11277,0.5
11276,3.5
11275,5.0
11272,4.0
11271,4.5
11270,3.0
11268,4.5
11266,2.5
11265,5.0
11264,4.0
11263,3.0
11262,3.0
11261,4.0
11260,5.0
11259,3.5
11258,4.0
11257,5.0
11256,4.5
11252,5.0
11251,4.0
11250,4.5
11249,3.0
11247,4.0
11246,1.5
11244,4.0
11243,4.5
11242,4.5
11241,3.0
11240,4.0
11239,4.0
11238,3.0
11237,3.5
11236,4.0
11235,5.0
11234,1.0
11233,4.5
11232,5.0
11231,3.0
11230,4.0
11229,4.0
11228,3.0
11227,0.5
11225,4.5
11224,3.0
11223,3.0
11222,3.0
11221,4.0
11220,0.5
11219,3.5
11218,4.0
11217,4.0
11215,5.0
11214,4.0
11212,1.0
11211,2.5
11210,3.0
11209,3.0
11208,4.5
11207,2.0
11206,3.0
11205,4.0
11201,5.0
11200,3.0
11199,4.5
11198,4.0
11197,4.0
11196,2.0
11195,4.0
11193,4.0
11192,3.5
11191,4.5
11190,4.0
11188,5.0
11187,3.5
11186,4.5
11184,1.0
11182,4.0
11181,4.0
11180,2.0
11179,2.0
11178,2.5
11177,5.0
11176,4.5
11175,4.5
11174,5.0
11173,4.0
11172,4.0
11171,4.5
11170,5.0
11169,1.5
11167,4.0
11165,4.5
11164,3.0
11163,4.5
11161,2.0
11160,3.0
11159,5.0
11158,4.0
11157,4.0
11156,3.0
11153,5.0
11152,3.0
11151,5.0
11148,2.0
11146,4.0
11144,5.0
11143,2.0
11142,3.0
11141,3.5
11139,4.0
11138,2.5
11135,4.0
11134,5.0
11133,4.0
11131,5.0
11129,4.0
11128,1.0
11127,5.0
11126,3.0
11125,3.0
11124,5.0
11121,5.0
11120,5.0
11119,5.0
11118,3.0
11117,3.5
11116,4.0
11115,4.0
11114,5.0
11113,4.0
11112,3.5
11111,3.5
11110,3.0
11108,3.0
11107,5.0
11106,5.0
11105,3.0
11104,4.0
11101,1.0
11100,1.5
11099,3.0
11098,4.0
11097,3.0
11096,4.0
11095,3.5
11094,3.5
11092,2.5
11091,4.0
11090,3.0
11089,5.0
11088,3.0
11087,3.0
11086,3.5
11084,3.0
11083,3.0
11082,4.5
11081,4.0
11080,4.0
11078,4.0
11076,4.0
11074,2.0
11073,4.5
11072,2.0
11071,4.5
11070,2.0
11069,1.0
11068,2.0
11066,4.0
11065,3.5
11064,5.0
11063,1.0
11062,5.0
11061,2.0
11060,3.0
11059,2.0
11058,1.0
11057,4.0
11056,3.0
11055,4.0
11054,5.0
11053,2.5
11052,3.5
11051,5.0
11050,4.5
11049,4.5
11048,4.0
11047,5.0
11046,3.5
11045,3.5
11042,3.0
11041,4.0
11039,4.0
11038,4.0
11037,4.0
11036,4.0
11035,4.0
11034,3.0
11033,2.0
11032,5.0
11031,3.0
11030,2.5
11028,4.0
11027,2.0
11026,3.5
11025,4.5
11023,5.0
11021,4.0
11020,4.0
11019,3.0
11018,2.5
11017,4.0
11016,5.0
11014,4.0
11013,3.0
11012,3.0
11011,4.0
11010,5.0
11009,4.0
11008,4.0
11006,5.0
11005,3.5
11004,5.0
11002,4.0
11000,4.0
10999,3.5
10998,4.0
10997,2.5
10996,4.0
10995,5.0
10993,4.5
10992,5.0
10991,2.5
10990,4.0
10989,3.0
10988,2.0
10987,4.0
10986,1.5
10985,3.0
10984,4.5
10981,4.0
10980,5.0
10979,4.5
10978,1.0
10976,2.0
10973,4.5
10972,4.0
10971,2.5
10970,2.5
10969,3.5
10967,3.0
10966,4.5
10965,5.0
10964,2.0
10963,4.0
10962,4.0
10959,4.5
10958,4.0
10957,4.0
10955,4.0
10952,5.0
10951,3.0
10949,3.0
10948,5.0
10947,2.0
10946,4.0
10945,5.0
10944,3.0
10943,4.0
10942,4.0
10941,4.5
10940,2.0
10939,4.0
10938,2.5
10937,3.5
10936,4.0
10935,3.0
10934,4.0
10933,4.0
10931,2.5
10930,3.0
10928,4.0
10927,4.0
10926,5.0
10924,3.0
10922,4.0
10921,4.0
10920,0.5
10919,4.0
10918,3.0
10917,2.5
10916,4.0
10915,2.0
10914,2.5
10913,1.5
10912,1.0
10911,4.0
10910,1.0
10909,1.0
10908,4.5
10906,3.0
10903,3.5
10902,3.0
10900,5.0
10899,3.0
10898,3.5
10897,5.0
10896,3.5
10895,3.5
10894,4.0
10893,3.5
10892,3.5
10891,3.5
10890,4.0
10889,3.0
10888,4.0
10887,3.5
10886,3.0
10885,2.0
10884,2.0
10883,3.0
10882,3.0
10880,4.0
10879,3.5
10878,3.0
10876,3.5
10873,3.0
10872,3.0
10869,3.5
10868,4.0
10867,4.0
10866,3.0
10865,4.5
10864,2.0
10863,3.0
10862,4.0
10861,5.0
10860,4.0
10858,3.0
10857,4.0
10855,0.5
10854,3.5
10853,3.0
10852,2.5
10851,2.0
10850,4.0
10847,4.0
10846,5.0
10845,4.0
10844,3.5
10843,5.0
10841,3.5
10840,4.5
10839,2.0
10838,3.0
10837,1.0
10835,1.5
10834,4.0
10833,4.5
10831,5.0
10830,5.0
10829,2.5
10828,5.0
10827,4.0
10826,3.0
10825,5.0
10824,2.5
10823,1.0
10822,3.5
10821,4.0
10819,4.0
10818,4.5
10817,3.5
10815,2.5
10813,4.0
10811,4.0
10810,3.0
10806,3.0
10805,2.0
10804,2.0
10803,3.0
10802,4.0
10801,4.5
10800,3.5
10799,5.0
10798,3.0
10796,4.0
10795,3.0
10794,3.0
10791,1.5
10789,4.0
10788,2.5
10786,4.0
10785,4.0
10784,3.0
10783,2.0
10782,4.5
10781,3.0
10780,4.5
10779,5.0
10777,3.0
10776,2.0
10775,3.0
10774,3.5
10773,4.0
10772,4.0
10771,5.0
10770,4.0
10769,3.0
10768,4.0
10767,3.0
10766,2.0
10765,3.5
10764,4.0
10763,3.0
10762,4.0
10761,5.0
10759,5.0
10758,3.0
10757,5.0
10755,5.0
10753,3.5
10752,3.0
10751,3.5
10750,3.0
10749,2.0
10748,2.5
10747,2.0
10746,3.5
10745,4.5
10744,3.5
10743,4.5
10742,3.0
10741,4.0
10740,3.0
10739,4.0
10736,4.0
10734,5.0
10733,2.5
10732,2.0
10731,5.0
10730,4.0
10729,3.5
10728,3.5
10727,4.0
10726,3.5
10725,3.5
10723,3.0
10722,3.5
10720,2.0
10719,2.0
10717,2.0
10716,4.0
10715,2.0
10714,1.0
10713,3.0
10712,4.5
10711,3.0
10710,3.0
10708,4.5
10707,3.0
10706,3.5
10705,3.5
10704,3.0
10703,0.5
10700,5.0
10697,4.0
10696,2.5
10695,3.0
10693,2.5
10692,1.0
10690,4.0
10687,2.0
10686,5.0
10685,1.0
10684,2.0
10682,2.5
10681,5.0
10680,3.5
10679,3.0
10678,5.0
10677,3.5
10676,1.0
10675,5.0
10673,3.5
10672,3.5
10670,3.0
10669,4.0
10668,2.0
10667,4.5
10666,4.0
10665,2.0
10660,3.5
10659,4.5
10658,3.5
10657,2.0
10656,2.5
10655,3.0
10654,4.0
10653,4.0
10652,3.0
10650,3.0
10649,4.0
10648,1.0
10647,3.5
10646,1.0
10645,4.5
10643,3.5
10641,3.0
10640,4.0
10639,3.0
10638,5.0
10637,3.0
10636,4.0
10635,3.0
10634,3.5
10633,3.0
10632,2.5
10631,4.0
10629,3.0
10628,4.0
10627,4.0
10626,4.0
10625,4.0
10623,3.0
10622,5.0
10621,5.0
10620,3.0
10619,2.0
10618,3.0
10617,3.0
10615,4.5
10614,5.0
10613,4.0
10612,2.5
10609,5.0
10608,4.0
10607,3.0
10606,4.5
10605,3.5
10604,5.0
10603,3.5
10602,1.5
10601,4.0
10599,4.0
10598,2.5
10597,4.0
10595,5.0
10594,2.5
10593,3.0
10592,5.0
10591,4.5
10590,1.0
10589,2.0
10588,4.0
10587,2.0
10586,4.5
10584,3.0
10583,4.0
10582,2.0
10580,3.5
10579,4.0
10578,2.0
10577,3.0
10575,3.0
10574,4.0
10573,4.5
10572,3.0
10569,4.0
10568,3.0
10567,4.0
10566,4.5
10565,3.5
10564,3.5
10563,2.0
10562,2.5
10561,3.0
10560,3.0
10559,2.0
10557,1.0
10556,5.0
10555,3.0
10553,5.0
10551,2.0
10550,4.0
10549,3.0
10548,3.5
10547,4.0
10546,3.5
10545,3.0
10544,3.0
10543,4.0
10542,5.0
10541,4.5
10540,2.0
10539,4.0
10536,4.0
10535,4.0
10534,3.0
10533,3.0
10532,3.0
10530,2.5
10529,3.0
10528,4.0
10527,3.0
10526,3.0
10525,2.5
10523,2.5
10522,4.0
10521,5.0
10520,4.5
10519,5.0
10518,4.0
10517,3.5
10516,2.5
10514,4.5
10513,4.0
10512,3.0
10510,2.5
10508,3.0
10506,0.5
10505,4.5
10504,4.0
10503,5.0
10501,4.0
10500,2.5
10496,1.5
10495,4.5
10494,4.0
10492,1.0
10491,4.0
10490,3.0
10489,4.5
10488,2.0
10487,3.0
10486,3.0
10485,3.0
10484,4.0
10482,3.5
10481,3.5
10480,4.0
10479,4.0
10478,4.0
10477,2.0
10476,3.5
10475,3.0
10474,4.5
10473,4.0
10472,5.0
10471,3.0
10470,3.0
10469,2.0
10468,2.5
10465,4.0
10464,2.0
10463,5.0
10462,2.5
10461,4.5
10460,4.0
10459,3.5
10458,2.0
10457,4.5
10456,3.0
10455,4.0
10453,3.0
10452,3.0
10450,2.5
10449,5.0
10448,2.0
10446,4.0
10442,2.0
10441,4.0
10440,5.0
10439,2.0
10438,2.5
10436,4.0
10435,4.0
10434,3.5
10432,5.0
10430,4.5
10429,4.0
10428,4.0
10427,5.0
10426,4.0
10425,3.5
10421,1.0
10420,5.0
10419,2.5
10418,4.0
10416,4.0
10414,3.0
10413,2.0
10412,1.0
10411,4.0
10410,5.0
10408,2.0
10405,5.0
10403,3.0
10402,4.5
10401,3.0
10400,4.0
10399,3.0
10398,4.0
10397,1.0
10396,2.0
10395,3.0
10394,4.0
10393,2.5
10392,4.5
10391,3.0
10389,3.5
10388,5.0
10386,4.0
10385,3.0
10384,3.0
10383,4.0
10382,1.5
10381,4.5
10380,3.0
10379,5.0
10378,2.0
10376,3.0
10375,3.0
10374,3.0
10372,3.0
10371,4.0
10370,3.5
10369,3.0
10368,3.5
10367,1.0
10366,4.0
10365,1.5
10364,3.0
10363,4.0
10362,3.0
10360,1.0
10358,4.0
10357,1.0
10356,4.0
10355,1.0
10354,3.5
10353,4.5
10352,4.5
10351,4.0
10350,2.0
10349,3.0
10348,3.0
10347,4.0
10346,4.0
10345,3.0
10344,4.0
10343,3.0
10342,3.0
10338,3.0
10337,3.5
10336,1.0
10335,3.0
10334,2.5
10333,2.0
10332,4.0
10331,3.0
10330,2.0
10329,3.5
10328,4.0
10327,5.0
10326,4.0
10325,4.0
10324,2.0
10323,4.5
10322,1.0
10320,4.0
10319,4.5
10318,3.5
10316,4.5
10315,4.5
10314,3.5
10313,2.5
10312,5.0
10309,3.0
10308,4.0
10307,3.5
10306,3.5
10304,3.0
10303,4.0
10302,4.5
10301,2.5
10300,3.0
10298,5.0
10297,2.5
10296,3.5
10292,2.0
10291,3.0
10290,3.0
10289,1.0
10288,4.5
10287,4.0
10284,4.0
10283,3.5
10282,5.0
10281,4.0
10280,5.0
10279,5.0
10276,0.5
10275,4.0
10274,4.5
10272,5.0
10271,0.5
10269,3.0
10268,3.0
10267,4.0
10266,4.0
10264,4.0
10263,1.0
10261,3.0
10259,5.0
10257,4.0
10256,5.0
10255,4.0
10254,2.5
10253,5.0
10251,3.0
10250,4.0
10248,1.0
10247,5.0
10246,4.0
10245,2.0
10244,3.0
10243,2.5
10242,3.0
10241,5.0
10240,2.0
10238,4.0
10237,4.0
10236,3.0
10235,2.0
10232,5.0
10231,5.0
10230,4.0
10228,3.5
10224,5.0
10223,4.0
10222,5.0
10221,2.0
10219,2.0
10218,1.0
10216,3.5
10215,5.0
10214,3.0
10213,3.5
10212,4.0
10211,4.0
10210,2.5
10209,4.0
10208,4.0
10205,4.0
10203,4.5
10202,5.0
10201,3.0
10199,4.0
10198,4.0
10196,2.5
10195,3.0
10194,4.0
10193,5.0
10192,4.0
10191,4.0
10190,4.0
10189,4.5
10187,3.0
10186,5.0
10185,3.5
10184,4.5
10183,1.0
10182,3.0
10181,3.0
10179,3.5
10178,4.0
10177,4.5
10176,3.0
10175,4.0
10174,3.0
10173,3.0
10172,5.0
10170,4.0
10168,3.0
10167,4.0
10166,3.5
10165,3.5
10164,4.0
10163,1.5
10162,3.0
10161,3.5
10160,4.0
10158,3.5
10156,1.5
10155,3.5
10154,4.0
10153,2.0
10152,4.0
10151,4.0
10150,5.0
10149,3.0
10148,4.0
10146,2.0
10145,1.5
10144,4.0
10143,3.5
10142,3.5
10141,5.0
10140,3.0
10139,4.5
10138,2.5
10137,2.0
10136,3.5
10134,4.5
10132,5.0
10131,4.0
10130,3.0
10128,5.0
10127,5.0
10124,4.0
10122,4.0
10121,4.0
10119,3.0
10118,1.0
10117,3.0
10116,4.0
10115,4.5
10114,3.0
10113,3.0
10111,3.0
10110,3.0
10109,3.0
10107,1.0
10106,4.5
10104,3.0
10103,4.5
10100,2.0
10099,2.0
10098,3.5
10097,2.0
10094,4.0
10092,3.0
10091,2.5
10089,3.0
10088,4.5
10087,4.0
10086,4.0
10084,5.0
10083,4.5
10081,5.0
10080,5.0
10079,3.5
10078,4.5
10077,5.0
10076,4.0
10075,3.5
10074,4.0
10073,3.0
10072,4.0
10070,4.0
10069,5.0
10067,3.0
10066,3.0
10065,4.5
10063,4.5
10062,4.0
10061,2.5
10060,5.0
10059,3.0
10058,5.0
10057,4.0
10056,4.0
10052,3.0
10051,3.5
10050,5.0
10049,3.0
10048,1.5
10046,2.5
10045,3.5
10044,4.0
10043,4.0
10041,3.0
10040,5.0
10039,3.5
10038,3.0
10037,5.0
10036,2.5
10035,3.5
10034,4.5
10033,4.0
10032,4.0
10031,1.5
10030,4.5
10029,5.0
10028,3.0
10027,3.5
10025,3.5
10022,3.0
10021,5.0
10020,4.5
10019,5.0
10018,2.5
10017,5.0
10015,2.0
10014,3.0
10013,4.0
10012,3.0
10011,5.0
10010,4.0
10009,4.0
10008,3.0
10007,4.0
10006,4.0
10005,2.5
10004,3.0
10003,4.0
10002,5.0
10000,5.0
9999,5.0
9998,2.0
9997,4.0
9995,3.5
9994,4.5
9992,4.5
9991,2.0
9990,3.5
9989,3.5
9988,2.0
9985,5.0
9984,3.0
9983,4.0
9982,3.0
9981,5.0
9979,4.0
9977,4.0
9976,3.0
9975,4.0
9973,3.0
9972,5.0
9971,4.5
9970,3.5
9967,2.0
9966,3.0
9965,0.5
9964,5.0
9961,5.0
9960,3.0
9959,4.0
9958,5.0
9956,3.0
9955,3.0
9954,0.5
9953,4.0
9952,3.0
9951,3.0
9950,4.0
9949,3.0
9948,3.0
9947,3.5
9946,4.0
9945,4.0
9944,2.5
9943,4.5
9941,2.5
9940,3.5
9939,4.0
9938,3.5
9935,3.0
9934,5.0
9932,3.0
9931,5.0
9930,3.0
9928,4.5
9926,2.5
9925,3.0
9924,2.0
9923,2.0
9922,4.5
9921,5.0
9920,5.0
9919,4.0
9918,5.0
9917,3.5
9916,4.5
9915,5.0
9913,2.0
9912,3.0
9911,3.0
9910,4.0
9909,3.0
9908,4.0
9907,5.0
9906,3.5
9903,4.0
9902,4.0
9901,3.0
9900,4.0
9899,4.0
9898,5.0
9897,5.0
9895,5.0
9894,4.0
9893,3.0
9892,3.5
9891,5.0
9890,2.0
9889,5.0
9888,4.0
9887,4.0
9885,2.0
9884,3.0
9883,4.0
9882,4.0
9881,3.0
9880,2.0
9879,4.0
9878,4.0
9877,1.0
9876,4.0
9875,3.0
9873,4.5
9872,3.5
9871,4.5
9870,4.0
9869,3.0
9867,1.5
9866,5.0
9865,4.0
9864,2.0
9862,4.5
9861,3.0
9858,4.0
9857,3.0
9856,3.0
9854,4.0
9853,2.0
9852,1.5
9851,4.0
9850,3.5
9849,3.5
9848,5.0
9846,4.0
9845,3.0
9844,4.0
9842,4.0
9841,4.0
9840,5.0
9839,4.0
9838,2.0
9836,4.0
9835,3.0
9834,3.5
9833,3.5
9832,3.0
9831,5.0
9830,3.0
9828,4.0
9827,5.0
9826,5.0
9825,5.0
9824,4.0
9823,3.0
9822,1.5
9821,4.0
9820,4.0
9819,1.0
9818,1.0
9817,5.0
9816,5.0
9814,3.0
9813,2.0
9812,3.0
9811,2.5
9810,5.0
9809,4.0
9808,4.0
9807,5.0
9805,3.0
9804,2.5
9803,3.0
9802,3.5
9801,4.0
9800,3.0
9799,4.0
9797,5.0
9796,4.5
9793,3.5
9790,2.5
9789,3.0
9786,3.5
9784,3.0
9783,4.0
9782,5.0
9781,2.0
9779,5.0
9778,5.0
9777,3.0
9776,4.0
9775,2.5
9774,5.0
9773,0.5
9772,4.0
9771,3.0
9770,4.5
9769,3.5
9767,3.5
9766,2.5
9765,4.5
9764,3.0
9763,5.0
9761,3.5
9760,2.0
9759,2.0
9758,1.5
9757,3.0
9756,4.0
9754,4.0
9753,4.0
9752,3.5
9750,4.0
9749,4.0
9748,4.0
9747,1.0
9746,2.5
9745,4.0
9743,5.0
9742,4.0
9741,4.0
9740,3.0
9739,4.0
9738,4.0
9737,3.0
9736,4.5
9735,2.0
9733,3.0
9732,4.0
9731,3.5
9729,3.5
9728,5.0
9727,3.0
9726,3.5
9725,4.0
9724,5.0
9723,4.0
9722,3.0
9721,5.0
9720,4.0
9719,1.5
9718,2.5
9717,4.0
9715,3.0
9714,4.0
9713,4.0
9712,3.0
9711,4.0
9710,3.0
9709,3.0
9708,2.0
9707,3.5
9706,4.0
9705,3.0
9704,3.5
9703,3.0
9701,4.0
9700,3.5
9698,3.5
9697,5.0
9696,4.0
9695,4.0
9694,3.0
9693,4.0
9692,3.0
9691,3.5
9690,4.0
9689,2.0
9688,5.0
9687,2.5
9686,4.0
9684,4.0
9683,3.0
9682,3.0
9681,3.5
9680,4.0
9679,2.5
9678,1.0
9677,4.0
9676,4.5
9675,4.5
9674,4.0
9673,4.5
9672,3.0
9671,4.0
9670,5.0
9669,5.0
9668,4.0
9667,1.5
9666,4.0
9665,2.0
9664,2.0
9662,3.0
9660,3.0
9659,4.0
9658,4.0
9657,2.5
9656,4.0
9655,2.0
9654,4.0
9653,4.0
9652,1.0
9651,2.5
9650,2.0
9649,1.5
9648,4.0
9647,3.0
9646,4.0
9645,3.0
9643,4.0
9642,2.0
9641,3.5
9640,3.0
9639,5.0
9637,3.0
9636,1.5
9635,2.0
9633,4.0
9632,2.0
9629,4.5
9628,1.5
